Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,Number_unclassified,Percent_unclassified,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
student_analysis(numbers),4,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,147.0,17.0,1.1241176470588234,1.4162813778259145,121.70128885519334,130.5941212403433,0.3506217922907129,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25772.0,23832.0,4462.0,NaN,NaN,?
student_analysis(numbers),4,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,147.0,17.0,0.8098823529411763,0.9614812102412914,89.09349751326592,91.46189137191654,0.18518631475884206,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25772.0,23832.0,4462.0,NaN,NaN,?
student_analysis(numbers),4,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,147.0,17.0,1.1952941176470588,2.1309622239730106,79.91075369786277,87.36077639625142,0.02429324528783055,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25772.0,23832.0,4462.0,NaN,NaN,?
student_analysis(numbers),4,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,147.0,17.0,9.100588235294117,23.008133983697256,108.01489595316917,101.81067499202287,-0.27136158894350154,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25772.0,23832.0,4462.0,NaN,NaN,?
student_analysis(numbers),4,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,0.8450000000000001,0.9770107471261511,55.10877659926059,57.4283624455762,0.3592092175445769,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),4,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,1.7690624999999998,2.9101130240078303,119.27069928047038,116.66274046293958,-0.4729782192172412,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),4,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,1.7531250000000003,3.397867897667595,87.61732541117718,105.86449472517268,-0.018371821722395307,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),4,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,1.1131250000000001,1.3365791222370638,124.8101246642852,125.3383969759112,0.0025832576122142813,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),4,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,1.1743749999999997,1.4664988066820919,79.9857798967315,86.22252612778259,-0.36223680716174,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),4,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,0.79675,1.0491777733063161,86.03050344176005,97.12674205947799,0.12389859902717766,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
